"goal","target","Unit","Date","Value"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","1998","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","1999","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2000","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2001","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2002","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2003","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2004","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2005","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2006","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2007","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2008","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2009","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2010","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2011","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2012","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2013","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2014","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2015","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index. Age group Total. Sex Total. Location Total","","2016","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1993","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1994","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1995","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1996","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1997","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1998","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","1999","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2000","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2001","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2002","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2003","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2004","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2005","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2006","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2007","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2008","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2009","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2010","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2011","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2012","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2013","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2014","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2015","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (lower bound). Age group Total. Sex Total. Location Total","","2016","0.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1993","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1994","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1995","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1996","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1997","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1998","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","1999","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2000","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2001","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2002","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2003","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2004","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2005","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2006","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2007","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2008","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2009","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2010","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2011","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2012","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2013","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2014","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2015","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Red List Index (upper bound). Age group Total. Sex Total. Location Total","","2016","0.88"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2002","4.46"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2003","11.85"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2004","0.52"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2005","0.45"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2006","0.17"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2007","0.36"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2008","1.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2009","1.34"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2010","2.83"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2011","25.13"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2012","28.1"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2013","22.83"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2014","91.2"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2002","4.46"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2003","11.85"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2004","0.52"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2005","0.45"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2006","0.17"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2007","0.36"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2008","1.87"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2009","1.34"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2010","2.83"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2011","25.13"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2012","28.1"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2013","22.83"
"Goal 15. Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification,  and halt and reverse land degradation and halt biodiversity loss","Total official development assistance for biodiversity, by recipient. Age group Total. Sex Total. Location Total","USD (Millions)","2014","91.2"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Number of victims of intentional homicide per 100,000 population. Age group Total. Sex Total. Location Total","per 100,000 population","2012","10.1"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Number of victims of intentional homicide. Age group Total. Sex Total. Location Total","Number","2012","17059"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of children aged 1-14 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month. Age group 1 - 14. Sex Total. Location Total","%","2011","90.8"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18. Age group 18 - 29. Sex Female. Location Total","%","2013","3.86"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Unsentenced detainees as a proportion of overall prison population. Age group Total. Sex Total. Location Total","%","2005","85.55"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Unsentenced detainees as a proportion of overall prison population. Age group Total. Sex Total. Location Total","%","2014","69.57"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of firms experiencing at least one bribe payment request. Age group Total. Sex Total. Location Total","%","2014","28.9"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the African Development Bank. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the African Development Bank. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the African Development Bank. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the African Development Bank. Age group Total. Sex Total. Location Total","%","2014","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN Economic and Social Council. Age group Total. Sex Total. Location Total","%","2005","0.02"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Monetary Fund. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Monetary Fund. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Monetary Fund. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the International Monetary Fund. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN General Assembly. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN General Assembly. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN General Assembly. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN General Assembly. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN Security Council. Age group Total. Sex Total. Location Total","%","2010","0.07"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the UN Security Council. Age group Total. Sex Total. Location Total","%","2015","0.07"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the World Trade Organisation. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the World Trade Organisation. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the World Trade Organisation. Age group Total. Sex Total. Location Total","%","2010","0.01"
